learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.034332
1,4,0,0.238,0.877,0.163,0.795715
1,4,0,0.238,0.877,0.163,0.996429
1,4,1,0.238,0.877,0.163,0.32605
1,4,2,0.238,0.877,0.163,0.594421
1,4,3,0.238,0.877,0.163,0.653595
2,8,0,0.201,0.881,0.16,0.448547
2,8,1,0.201,0.881,0.16,0.750824
2,8,2,0.201,0.881,0.16,0.85614
2,8,3,0.201,0.881,0.16,0.292389
2,8,4,0.201,0.881,0.16,0.914307
2,8,5,0.201,0.881,0.16,0.65329
2,8,6,0.201,0.881,0.16,0.78299
2,8,7,0.201,0.881,0.16,0.320618
3,10,0,0.215,0.875,0.15,0.487305
3,10,1,0.215,0.875,0.15,0.085022
3,10,1,0.215,0.875,0.15,0.635803
3,10,1,0.215,0.875,0.15,0.069611
3,10,1,0.215,0.875,0.15,0.293274
3,10,2,0.215,0.875,0.15,0.555817
3,10,3,0.215,0.875,0.15,0.429047
3,10,4,0.215,0.875,0.15,0.799988
3,10,5,0.215,0.875,0.15,0.535767
3,10,6,0.215,0.875,0.15,0.064667
3,10,6,0.215,0.875,0.15,0.526306
3,10,6,0.215,0.875,0.15,0.196136
3,10,7,0.215,0.875,0.15,0.275665
3,10,8,0.215,0.875,0.15,0.661865
3,10,9,0.215,0.875,0.15,0.71991
4,13,0,0.229,0.865,0.154,0.455353
4,13,1,0.229,0.865,0.154,0.45694
4,13,2,0.229,0.865,0.154,0.86618
4,13,3,0.229,0.865,0.154,0.646088
4,13,4,0.229,0.865,0.154,0.185638
4,13,4,0.229,0.865,0.154,0.568298
4,13,4,0.229,0.865,0.154,0.446136
4,13,5,0.229,0.865,0.154,0.130859
4,13,5,0.229,0.865,0.154,0.818878
4,13,5,0.229,0.865,0.154,0.644592
4,13,6,0.229,0.865,0.154,0.962585
4,13,7,0.229,0.865,0.154,0.575989
4,13,8,0.229,0.865,0.154,0.376038
4,13,9,0.229,0.865,0.154,0.02417
4,13,9,0.229,0.865,0.154,0.300568
4,13,9,0.229,0.865,0.154,0.576111
4,13,10,0.229,0.865,0.154,0.483551
4,13,11,0.229,0.865,0.154,0.797974
4,13,12,0.229,0.865,0.154,0.154449
4,13,12,0.229,0.865,0.154,0.618744
4,13,12,0.229,0.865,0.154,0.893585
5,9,0,0.22,0.871,0.172,0.055237
5,9,0,0.22,0.871,0.172,0.969055
5,9,1,0.22,0.871,0.172,0.31311
5,9,2,0.22,0.871,0.172,0.393982
5,9,3,0.22,0.871,0.172,0.570038
5,9,4,0.22,0.871,0.172,0.560394
5,9,5,0.22,0.871,0.172,0.265045
5,9,6,0.22,0.871,0.172,0.640228
5,9,7,0.22,0.871,0.172,0.88974
5,9,8,0.22,0.871,0.172,0.539398
6,19,0,0.22,0.863,0.181,0.816071
6,19,1,0.22,0.863,0.181,0.718628
6,19,2,0.22,0.863,0.181,0.059479
6,19,2,0.22,0.863,0.181,0.484497
6,19,2,0.22,0.863,0.181,0.274078
6,19,3,0.22,0.863,0.181,0.538666
6,19,4,0.22,0.863,0.181,0.097809
6,19,4,0.22,0.863,0.181,0.773529
6,19,4,0.22,0.863,0.181,0.524353
6,19,5,0.22,0.863,0.181,0.592621
6,19,6,0.22,0.863,0.181,0.384979
6,19,7,0.22,0.863,0.181,0.114349
6,19,7,0.22,0.863,0.181,0.958984
6,19,8,0.22,0.863,0.181,0.015045
6,19,8,0.22,0.863,0.181,0.583679
6,19,8,0.22,0.863,0.181,0.538422
6,19,9,0.22,0.863,0.181,0.958252
6,19,10,0.22,0.863,0.181,0.523529
6,19,11,0.22,0.863,0.181,0.148895
6,19,11,0.22,0.863,0.181,0.735138
6,19,11,0.22,0.863,0.181,0.67041
6,19,12,0.22,0.863,0.181,0.934174
6,19,13,0.22,0.863,0.181,0.410187
6,19,14,0.22,0.863,0.181,0.660187
6,19,15,0.22,0.863,0.181,0.704315
6,19,16,0.22,0.863,0.181,0.270233
6,19,17,0.22,0.863,0.181,0.205383
6,19,17,0.22,0.863,0.181,0.623322
6,19,17,0.22,0.863,0.181,0.919159
6,19,18,0.22,0.863,0.181,0.579193
7,8,0,0.209,0.866,0.153,0.923035
7,8,1,0.209,0.866,0.153,0.906189
7,8,2,0.209,0.866,0.153,0.326752
7,8,3,0.209,0.866,0.153,0.052673
7,8,3,0.209,0.866,0.153,0.36731
7,8,3,0.209,0.866,0.153,0.978088
7,8,4,0.209,0.866,0.153,0.331543
7,8,5,0.209,0.866,0.153,0.287964
7,8,6,0.209,0.866,0.153,0.488953
7,8,7,0.209,0.866,0.153,0.684418
8,10,0,0.223,0.887,0.165,0.602142
8,10,1,0.223,0.887,0.165,0.368958
8,10,2,0.223,0.887,0.165,0.339172
8,10,3,0.223,0.887,0.165,0.66095
8,10,4,0.223,0.887,0.165,0.313568
8,10,5,0.223,0.887,0.165,0.016357
8,10,5,0.223,0.887,0.165,0.253265
8,10,5,0.223,0.887,0.165,0.918976
8,10,6,0.223,0.887,0.165,0.012604
8,10,6,0.223,0.887,0.165,0.472687
8,10,6,0.223,0.887,0.165,0.832581
8,10,7,0.223,0.887,0.165,0.226685
8,10,8,0.223,0.887,0.165,0.607178
8,10,9,0.223,0.887,0.165,0.003235
8,10,9,0.223,0.887,0.165,0.815979
8,10,9,0.223,0.887,0.165,0.18689
9,13,0,0.199,0.871,0.156,0.852783
9,13,1,0.199,0.871,0.156,0.453918
9,13,2,0.199,0.871,0.156,0.260345
9,13,3,0.199,0.871,0.156,0.099091
9,13,3,0.199,0.871,0.156,0.308746
9,13,3,0.199,0.871,0.156,0.657135
9,13,4,0.199,0.871,0.156,0.722198
9,13,5,0.199,0.871,0.156,0.793488
9,13,6,0.199,0.871,0.156,0.447662
9,13,7,0.199,0.871,0.156,0.75589
9,13,8,0.199,0.871,0.156,0.695251
9,13,9,0.199,0.871,0.156,0.257843
9,13,10,0.199,0.871,0.156,0.649811
9,13,11,0.199,0.871,0.156,0.052032
9,13,11,0.199,0.871,0.156,0.063354
9,13,11,0.199,0.871,0.156,0.973541
9,13,12,0.199,0.871,0.156,0.146301
9,13,12,0.199,0.871,0.156,0.419281
9,13,12,0.199,0.871,0.156,0.037659
9,13,12,0.199,0.871,0.156,0.282959
10,7,0,0.2,0.876,0.158,0.780487
10,7,1,0.2,0.876,0.158,0.302094
10,7,2,0.2,0.876,0.158,0.976288
10,7,3,0.2,0.876,0.158,0.905029
10,7,4,0.2,0.876,0.158,0.654663
10,7,5,0.2,0.876,0.158,0.40686
10,7,6,0.2,0.876,0.158,0.108459
10,7,6,0.2,0.876,0.158,0.79364
10,7,6,0.2,0.876,0.158,0.540222
11,2,0,0.194,0.867,0.189,0.714294
11,2,1,0.194,0.867,0.189,0.629761
12,19,0,0.221,0.877,0.142,0.782104
12,19,1,0.221,0.877,0.142,0.484558
12,19,2,0.221,0.877,0.142,0.600403
12,19,3,0.221,0.877,0.142,0.499695
12,19,4,0.221,0.877,0.142,0.974762
12,19,5,0.221,0.877,0.142,0.691284
12,19,6,0.221,0.877,0.142,0.230652
12,19,7,0.221,0.877,0.142,0.705292
12,19,8,0.221,0.877,0.142,0.713959
12,19,9,0.221,0.877,0.142,0.206543
12,19,9,0.221,0.877,0.142,0.114014
12,19,9,0.221,0.877,0.142,0.6203
12,19,10,0.221,0.877,0.142,0.27298
12,19,11,0.221,0.877,0.142,0.359436
12,19,12,0.221,0.877,0.142,0.102783
12,19,12,0.221,0.877,0.142,0.690521
12,19,12,0.221,0.877,0.142,0.514221
12,19,13,0.221,0.877,0.142,0.113129
12,19,13,0.221,0.877,0.142,0.399628
12,19,13,0.221,0.877,0.142,0.380127
12,19,14,0.221,0.877,0.142,0.946106
12,19,15,0.221,0.877,0.142,0.636871
12,19,16,0.221,0.877,0.142,0.316315
12,19,17,0.221,0.877,0.142,0.457397
12,19,18,0.221,0.877,0.142,0.052399
12,19,18,0.221,0.877,0.142,0.051208
12,19,18,0.221,0.877,0.142,0.66922
13,8,0,0.232,0.87,0.181,0.399628
13,8,1,0.232,0.87,0.181,0.668915
13,8,2,0.232,0.87,0.181,0.24765
13,8,3,0.232,0.87,0.181,0.740479
13,8,4,0.232,0.87,0.181,0.947357
13,8,5,0.232,0.87,0.181,0.38266
13,8,6,0.232,0.87,0.181,0.438965
13,8,7,0.232,0.87,0.181,0.611542
14,7,0,0.219,0.871,0.161,0.419189
14,7,1,0.219,0.871,0.161,0.38858
14,7,2,0.219,0.871,0.161,0.76358
14,7,3,0.219,0.871,0.161,0.222992
14,7,4,0.219,0.871,0.161,0.290955
14,7,5,0.219,0.871,0.161,0.982666
14,7,6,0.219,0.871,0.161,0.465332
15,15,0,0.218,0.879,0.17,0.914612
15,15,1,0.218,0.879,0.17,0.425171
15,15,2,0.218,0.879,0.17,0.500031
15,15,3,0.218,0.879,0.17,0.675018
15,15,4,0.218,0.879,0.17,0.087341
15,15,4,0.218,0.879,0.17,0.205994
15,15,4,0.218,0.879,0.17,0.796448
15,15,5,0.218,0.879,0.17,0.891052
15,15,6,0.218,0.879,0.17,0.092346
15,15,6,0.218,0.879,0.17,0.943298
15,15,7,0.218,0.879,0.17,0.170563
15,15,7,0.218,0.879,0.17,0.31839
15,15,7,0.218,0.879,0.17,0.323395
15,15,8,0.218,0.879,0.17,0.60553
15,15,9,0.218,0.879,0.17,0.748383
15,15,10,0.218,0.879,0.17,0.385071
15,15,11,0.218,0.879,0.17,0.595306
15,15,12,0.218,0.879,0.17,0.136627
15,15,12,0.218,0.879,0.17,0.535645
15,15,12,0.218,0.879,0.17,0.81015
15,15,13,0.218,0.879,0.17,0.070526
15,15,13,0.218,0.879,0.17,0.02951
15,15,13,0.218,0.879,0.17,0.003052
15,15,13,0.218,0.879,0.17,0.333344
15,15,14,0.218,0.879,0.17,0.245636
16,8,0,0.201,0.854,0.167,0.5513
