learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.851318359,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.487609863,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.387481689,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.662384033,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.052276611,0.26651001,0.962371826,N/A,No Rating Submission
2,8,1,0.201,0.881,0.16,0.15826416,0.96585083,N/A,N/A,No Recommendation Follow
2,8,2,0.201,0.881,0.16,0.30279541,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.34664917,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.692169189,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.665161133,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.545837402,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.739501953,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.196075439,0.258026123,0.997955322,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.37210083,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.553497314,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.881774902,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.773590088,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.786529541,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.789733887,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.296539307,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.882629395,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.708190918,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.175567627,0.580474854,0.180206299,N/A,No Rating Submission
4,13,1,0.229,0.865,0.154,0.845306396,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.381500244,N/A,N/A,N/A,No Recommendation Request
4,13,3,0.229,0.865,0.154,0.368560791,N/A,N/A,N/A,No Recommendation Request
4,13,4,0.229,0.865,0.154,0.70199585,N/A,N/A,N/A,No Recommendation Request
4,13,5,0.229,0.865,0.154,0.926422119,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.963317871,N/A,N/A,N/A,No Recommendation Request
4,13,7,0.229,0.865,0.154,0.535217285,N/A,N/A,N/A,No Recommendation Request
4,13,8,0.229,0.865,0.154,0.158508301,0.814666748,0.947631836,N/A,No Rating Submission
4,13,9,0.229,0.865,0.154,0.430877686,N/A,N/A,N/A,No Recommendation Request
4,13,10,0.229,0.865,0.154,0.819824219,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.748565674,N/A,N/A,N/A,No Recommendation Request
4,13,12,0.229,0.865,0.154,0.055175781,0.697174072,0.248962402,N/A,No Rating Submission
5,9,0,0.22,0.871,0.172,0.068145752,0.063049316,0.525024414,N/A,No Rating Submission
5,9,1,0.22,0.871,0.172,0.281158447,N/A,N/A,N/A,No Recommendation Request
5,9,2,0.22,0.871,0.172,0.8253479,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.864074707,N/A,N/A,N/A,No Recommendation Request
5,9,4,0.22,0.871,0.172,0.562194824,N/A,N/A,N/A,No Recommendation Request
